candidate,config,is_baseline,run_id,status,pf,expectancy_R,trades,winrate,median_R,sum_R,max_drawdown_r,ci_low,ci_high,crosses_zero,boot_resamples_used,retention_vs_b4_pct,active_months,active_years,cost_survives_1p2,cost_survives_1p5,temporal_pass,segments_negative,years_negative,hours_negative_ge10,fragility_notes,gate_min_trades,gate_min_pf,gate_min_expectancy_r,gate_ci_non_crossing_zero,gate_min_retention,gate_cost_p20,gate_cost_p50,gate_temporal,gate_max_drawdown_r,gate_min_years_active,gate_min_months_with_trades,gate_all,fail_reasons,pending_metrics,note
__baseline__,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/config_v3_PIVOT_B4.yaml,True,20260221_181919,ok,0.0,-1.07969,2,0.0,-1.07969,-2.15938,1.07661,-1.08277,-1.07661,False,500.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
config_edge_mr_vtm_thr22_v2,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_mr_vtm_thr22_v2.yaml,False,20260221_182138,ok,0.5185149185454668,-0.22291142857142862,14,0.2857142857142857,-0.06795999999999999,-3.1207600000000006,4.3108,-0.6293629642857143,0.2328310357142856,True,500.0,700.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_tf_simple_core_v1,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_tf_simple_core_v1.yaml,False,20260221_182216,ok,0.6219866821503293,-0.28941318181818176,22,0.2727272727272727,-1.035385,-6.367089999999999,8.40974,-0.7936232727272727,0.2273931477272726,True,500.0,1100.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_tf_simple_entry_loose_v3,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_tf_simple_entry_loose_v3.yaml,False,20260221_182257,ok,0.6219866821503293,-0.28941318181818176,22,0.2727272727272727,-1.035385,-6.367089999999999,8.40974,-0.7936232727272727,0.2273931477272726,True,500.0,1100.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_tf_simple_rr_compact_v4,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_tf_simple_rr_compact_v4.yaml,False,20260221_182417,ok,0.6036817877503837,-0.2900647826086956,23,0.30434782608695654,-1.0352,-6.6714899999999995,7.814299999999999,-0.7207997391304348,0.2023119239130414,True,500.0,1150.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_tf_simple_freq_v2,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_tf_simple_freq_v2.yaml,False,20260221_182337,ok,0.6120943531666538,-0.29783499999999996,26,0.2692307692307692,-1.0380500000000001,-7.743709999999999,9.057519999999998,-0.7293697019230769,0.2403175576923077,True,500.0,1300.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_mr_vtm_stop12_v3,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_mr_vtm_stop12_v3.yaml,False,20260221_182059,ok,0.38375574271406815,-0.299593,20,0.2,-0.07932,-5.99186,5.4522699999999995,-0.6093301250000001,0.0570372624999999,True,500.0,1000.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_mr_vtm_core_v1,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_mr_vtm_core_v1.yaml,False,20260221_181941,ok,0.412005189642798,-0.3195105,20,0.2,-0.559375,-6.39021,6.17216,-0.671628675,0.1037810874999993,True,500.0,1000.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
config_edge_mr_vtm_hold4_v4,C:/Users/Sergi/OneDrive/Escritorio/App Oro Cork/configs/edge_discovery_candidates2/config_edge_mr_vtm_hold4_v4.yaml,False,20260221_182020,ok,0.412005189642798,-0.3195105,20,0.2,-0.559375,-6.39021,6.17216,-0.671628675,0.1037810874999993,True,500.0,1000.0,2.0,1.0,,,,,,,,True,,,,,,,,,,,True,,,
